Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
1234,conservative,traditional,christian,racist,R_2aOYCZcIByfxxqA,Democrat,Very negative,Yes,No,No,Yes
1235,close-minded,fiscal minded,capitalist,driven,R_3CVCCQCthBx4PkU,Independent,Neither positive nor negative,No,Yes,Yes,No
1236,conservative,old,constitutional,misogynistic,R_2t3iVVnyhqJYkiD,Democrat,Very negative,Yes,Yes,Yes,Yes
1237,greedy,rich,wrong,self involved,R_26axrhmS11AtUCu,Democrat,Very negative,Yes,Yes,No,No
1238,all knowing,straight,closed minded,all knowing,R_2rA8fVXTlibVeMM,Democrat,Very negative,Yes,Yes,No,No
1239,close-minded,negative,self interested,mean,R_3WeZEvPNWGlgkyR,Democrat,Very negative,Yes,Yes,No,No
1240,white,antediluvian,opposition,unfavorable,R_3Oq7L6WlDgOdgKk,Democrat,Very negative,Yes,No,No,Yes
1241,racist,anti abortion,religious,gun loving,R_ug1qqyIl5AyqL05,Democrat,Very negative,Yes,No,Yes,No
1242,southern,white,anti gay,conservative,R_2OGAhNatah9MFi4,Democrat,Very negative,Yes,No,Yes,Yes
1243,conservative,gas,old,liar,R_8c9AdovcXFyEx1f,Democrat,Very negative,Yes,Yes,Yes,No
1244,conservative,pro-abortion,pro-government,pro-big business,R_2EvppkjAy0yjpIa,Democrat,Very negative,Yes,No,Yes,Yes
1245,conservative,savvy,close-minded,ridiculous,R_2XbqFHpFuPESk8z,Democrat,Very negative,Yes,Yes,No,No
1246,religious,conservative,loud,strong,R_1rkaqgOZZh3DGha,Independent,Neither positive nor negative,No,Yes,No,No
1247,neutral,opinionated,vague,complicated,R_1jMIL1MpxuchykX,Independent,Neither,No,No,No,No
1248,white,rich,poor,selfish,R_3fSOoj35Blm8XsO,Democrat,Very negative,Yes,Yes,No,Yes
1249,liars,corporate,untrustworthy,ineffective,R_27mmbn7oHD3tWWz,Democrat,Very negative,Yes,Yes,No,No
1250,white males,racists,fundamentalists christians,fascist,R_RRAumANFz8Dwhqh,Democrat,Very negative,Yes,Yes,No,Yes
1251,racist,bigot,sexist,fanatic,R_3itgc1g1SuDSVnj,Democrat,Very negative,Yes,Yes,No,No
1252,conservative,rich,happy,sympathetic,R_1myCwNEl4q4Fqk9,Independent,A little positive,No,Yes,No,No
1253,old fashioned,conservative,sexist,homophobic,R_3EWrwqmT7dpkIOR,Democrat,Very negative,Yes,No,Yes,Yes
1254,close-minded,old fashioned,privileged,hypocritical,R_qyl7unmOMGXJggF,Democrat,Very negative,Yes,Yes,No,No
1255,conservative,cautious,traditional,wealthy,R_31Y5FL8MBp6yhy4,Democrat,Neither positive nor negative,No,No,No,No
1256,rich,arrogant,assertive,selfish,R_1hy8AHjwHsgp3AZ,Democrat,Very negative,Yes,Yes,No,No
1257,strong,bold,courage,exact,R_2XaNYqr6fQqSWzg,Republican,A little positive,No,Yes,No,No
1258,strict,religious,conservative,rich,R_57jXrdbfVyaFVYN,Democrat,A little negative,No,No,No,Yes
1259,2nd amendment,guns,trump,money,R_3jU766QTC8Tj8zE,Democrat,A little negative,No,No,Yes,No
1260,greedy,selfish,arrogant,dishonest,R_1LG1NMpzNbxhrmQ,Democrat,Very negative,Yes,Yes,No,No
1261,conservative,hardworking,spiritual,employed,R_2xz4EiquwYkK84W,Republican,A little positive,No,Yes,No,No
1262,smart,conservative,wealth,old,R_2y18L8gTZMR6AKL,Independent,Neither positive nor negative,No,Yes,No,No
1263,conservative,christian,men,white,R_SHNeWpP24d0opCp,Democrat,A little negative,No,No,No,Yes
1264,wrong,racist,old,misinformed,R_1n0dAp1kr3GugoU,Democrat,Very negative,Yes,Yes,No,No
1265,anti abortion,religious,gun rights,dense,R_1RJbOIut0TRjDCF,Democrat,A little negative,Yes,Yes,Yes,No
1266,conservative,white,male,thinker,R_2OZPQNKAeQFw4ky,Democrat,Neither,No,No,No,Yes
1267,conservative,christian,racist,prejudice,R_PND3bZj3Lh1hsKl,Democrat,Very negative,Yes,Yes,No,Yes
1268,stubborn,backwards,religious,conservative,R_33ljjpekC4Wczq6,Democrat,Very negative,Yes,Yes,No,Yes
1269,conservative,ill informed,religious,selfish,R_Tw5HtQEP6lRDGxP,Democrat,Very negative,Yes,Yes,No,No
1270,conservative,insane,absurd,insensitive,R_wZ8OCylekFLtYuR,Democrat,Very negative,Yes,Yes,No,No
1271,wealthy,intelligent,educated,influential,R_cT4YkrsAgaKhpwl,Independent,A little positive,No,No,No,No
1272,fiscal,small government,gop,rich,R_28B7lQ2S9lWmd13,Independent,Neither positive nor negative,No,No,Yes,Yes
1273,ignorant,religious,racist,pigheaded,R_2V2BhDeRIC1sxqj,Democrat,Very negative,Yes,Yes,No,No
1274,white,conservative,violent,stuck,R_p9IztyEv3LbhZQZ,Democrat,Very negative,Yes,No,No,Yes
1275,cruz,trump,bush,kasich,R_V4Pm4pdfQU7ipiN,Independent,Neither positive nor negative,No,No,No,No
1276,aggressive,powerful,intelligence,rich,R_3Do7ca6bnuNTCs7,Independent,A little positive,No,No,No,No
1277,backwards,greedy,uneducated,religious,R_3oQT6a7JXG52Q4m,Democrat,Very negative,Yes,Yes,No,No
1278,older,white,wealthy,angry,R_2v6rtMmk2X1Y8Ke,Democrat,A little negative,No,No,No,Yes
1279,bigoted,selfish,partisan,conservative,R_2YqZIqoUD9wsnaP,Democrat,Very negative,Yes,Yes,No,No
1280,older,wealthy,religious,old fashioned,R_UARuEa4ofLduVMd,Democrat,A little negative,No,No,No,Yes
1281,conservative,limited government,rigid,elite,R_3iX6l2IqeaP2xHy,Democrat,A little negative,No,Yes,Yes,No
1282,waste,hate,bad,dull,R_3nu9mHsiJP9jMsx,Democrat,Very negative,Yes,No,No,No
1283,old,cheap,money,strict,R_2y26AYMT4U0RENX,Democrat,A little negative,No,Yes,No,No
1284,humble,honest,christian,responsible,R_1jj5RGzQYrTj2F2,Republican,A little positive,No,Yes,No,Yes
1285,conservative,traditional,old,unequal,R_1gSy9YAN163jioY,Democrat,A little negative,No,No,No,No
1286,rich,older,white,educated,R_3E9zeRsNH7kYOgh,Democrat,A little negative,No,No,No,Yes
1287,racist,white,southerner,stupid,R_1OvqV7kaqY3FXKd,Democrat,Very negative,Yes,Yes,No,Yes
1288,conservative,religious,traditional,old fashioned,R_A5aqcCVsA2aAun7,Independent,Neither positive nor negative,No,No,No,No
1289,rich,jobs,conservatives,rednecks,R_DbEkTsCM6TTJlXb,Democrat,A little negative,Yes,No,Yes,Yes
1290,conservative,old,southern,family oriented,R_2wEtPduhsRjODyg,Independent,Neither positive nor negative,No,No,No,Yes
1291,conservative,honest,realism,accountability,R_YPmybLd83oh7ia5,Republican,A little positive,No,Yes,No,No
1292,conservative,religious,wealthy,business oriented,R_28MvPH1Ja7m0UOS,Independent,Neither positive nor negative,No,No,No,No
1293,conservative,pro-life,religious,intransigent,R_3oHHOAppIkNFxnD,Democrat,A little negative,Yes,No,Yes,No
1294,conservative,pro-life,less,military,R_2QRjpWIrSp5rNTQ,Independent,Neither positive nor negative,No,No,Yes,No
1295,conservative,religious,caring,giving,R_3dGqASf4UsgAM8e,Republican,A little positive,No,Yes,No,No
1296,strong,dependable,noble,right,R_1LhXXJ0daal0yDR,Republican,Very positive,No,Yes,No,No
1297,wealthy,selfish,stingy,top 1%,R_qKDWZMzv8q39HPz,Democrat,Very negative,Yes,Yes,No,Yes
1298,rural,uneducated,bigoted,racist,R_3OdkaqmltKKubh5,Democrat,Very negative,Yes,Yes,No,Yes
1299,old,rich,redneck,white,R_2dN1PjT5EoFeQuE,Democrat,Very negative,Yes,No,No,Yes
1300,white,uneducated,ignorant,angry,R_3n1xLrnmqRWW92F,Democrat,Very negative,Yes,Yes,No,Yes
1301,rich,white,stuffy,bigot,R_2ypIs37ktKxG9Ki,Democrat,Very negative,Yes,Yes,No,Yes
1302,uneducated,ignorant,reactionary,stubborn,R_1H1uIwuXmxSopLb,Democrat,Very negative,Yes,Yes,No,No
1303,christian,conservative,capitalist,caucasian,R_1GW7l1kUvextSdp,Democrat,A little negative,No,No,Yes,Yes
1304,christian,conservative,patriotic,honest,R_3meif2JLLYariIO,Republican,A little positive,No,Yes,No,Yes
1305,conservative,businesslike,law abiding,honest,R_xlxIC4jsM1YDI9b,Republican,A little positive,No,Yes,No,No
1306,cautious,conservative,family,progressive,R_3m1tJHTSMEnQQrB,Independent,Neither positive nor negative,No,Yes,No,No
1307,lower taxes,conservative,small government,free market,R_ZkT0wNTby2r0uuB,Independent,Neither,No,No,Yes,No
1308,conservative,religious,wealthy,white,R_1Ol5RSdYD7TJsJO,Democrat,A little negative,No,No,No,Yes
1309,conservative,religious,narrow minded,uninformed,R_1IF2VHwdfiVidDt,Democrat,Very negative,Yes,Yes,No,No
1310,rich,racist,wealthy,rude,R_2U5BKrgN6OiK29t,Democrat,Very negative,Yes,Yes,No,No
1311,conservative,pride,joyful,stubborn,R_2tfbu7k8GxBvGFq,Independent,A little positive,No,Yes,No,No
1312,ignorant,racist,conservative,white,R_Q0SqbHJDZNZKkoN,Democrat,Very negative,Yes,No,No,Yes
1313,uninformed,redneck,loud,frightening,R_u9DAkdowUcJGmsN,Democrat,Very negative,Yes,Yes,No,Yes
1314,traditions,right,blind,high,R_1hMxKu0O6fQR0zp,Democrat,A little negative,Yes,Yes,No,No
1315,brainwashed,angry,misinformed,conservative,R_3pnBUTCA0w2SqAa,Democrat,Very negative,Yes,Yes,No,No
1316,concerned,authentic,educated,intelligent,R_2tak2MK98PfVkzZ,Republican,Very positive,No,Yes,No,No
1317,responsible,energetic,competent,informed,R_1ps1IlwHFYVIey8,Independent,A little positive,No,Yes,No,No
1318,white,conservative,religious,narrow minded,R_1DS8xvyPmROpzcv,Democrat,Very negative,Yes,Yes,No,Yes
1319,conservative,self interested,nationalistic,old,R_bgyzkTP5O8E1Nxn,Democrat,A little negative,No,No,No,No
1320,conservative,right,old,wealthy,R_1l0OlM7BbSrqRs5,Democrat,A little negative,No,No,No,Yes
1321,stubborn,scared,narrow minded,closedminded,R_1OE3ApzBOtuWO5I,Democrat,Very negative,Yes,Yes,No,No
