caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_06NLAnzOAsBibkd,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, social",No,Progressive,Liberal,Social,NONE,Independent,Neither positive nor negative,No,No,No,No
R_6Mzzn9epHMW0hlX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Idealistic, Feminist, Activist",No,Progressive,Idealistic,Feminist,Activist,Independent,A little positive,No,No,No,No
R_1gTlFhiUtOoHVt3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are female. Financially, you are poor. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal-minded, tolerant",No,Progressive,liberal-minded,tolerant,NONE,Independent,A little positive,No,Yes,No,No
R_3LZuW7H6tep6rIO,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Socially conscious, Progressive, Activist",No,Liberal,Socially,Progressive,Activist,Independent,A little positive,No,No,No,No
R_3JwNTF1lIhnGXtv,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Urban, Leftist, Socialist",No,Progressive,Urban,Leftist,Socialist,Republican,A little negative,Yes,No,Yes,No
R_3efMNAcZ8mlyMPk,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, inclusive, liberal, passionate",No,Progressive,Inclusive,Liberal,Passionate,Democrat,A little positive,No,No,No,No
R_1qa1IDk6cvCPAsE,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Democrat. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressive. Socially. Open-minded.,No,Liberal,Progressive,Socially,Open-minded,Independent,A little positive,No,No,No,No
R_a3tPPgFRtZ75ued,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. You are male. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Activists Left,No,Liberal,Progressives,Activists,Left,Republican,Neither positive nor negative,No,No,No,No
R_suK8CPUwfP6PF29,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socially,No,Liberal,Progressive,Socially,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_AdGyiYfKQz7DvB7,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. Racially, you are Hispanic. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Socialist Activist Progressive,No,Liberal,Socialist,Activist,Progressive,Republican,Neither positive nor negative,No,No,Yes,No
