Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
1250,liberal,lgbt,blacks,women,R_RRAumANFz8Dwhqh,Republican,Neither positive nor negative,No,No,No,Yes
1251,liberal,conscientious,community,accepting,R_3itgc1g1SuDSVnj,Independent,A little positive,No,Yes,No,No
1252,poor,liberal,loud,empathy,R_1myCwNEl4q4Fqk9,Republican,A little negative,No,Yes,No,No
1253,moderate,genuine,compromising,unenthusiastic,R_3EWrwqmT7dpkIOR,Independent,Neither positive nor negative,No,Yes,No,No
1254,victory,risky,equal,justice,R_qyl7unmOMGXJggF,Independent,A little positive,No,No,Yes,No
1255,liberal,welfare,environmentalist,non traditional,R_31Y5FL8MBp6yhy4,Republican,Neither positive nor negative,No,No,Yes,No
1256,minorities,middle class,defenseless,underdog,R_1hy8AHjwHsgp3AZ,Independent,Neither positive nor negative,No,No,No,Yes
1257,weak,messy,big,wrong,R_2XaNYqr6fQqSWzg,Republican,Very negative,No,No,No,No
1258,lenient,agnostic,poor,liberal,R_57jXrdbfVyaFVYN,Republican,A little negative,No,No,No,No
1259,liberal,free speech,anti trump,working class,R_3jU766QTC8Tj8zE,Republican,Neither positive nor negative,No,No,No,Yes
1260,determined,trustworthy,passionate,friendly,R_1LG1NMpzNbxhrmQ,Democrat,Very positive,No,Yes,No,No
1261,dependent,self entitlement,politically correct,selfish,R_2xz4EiquwYkK84W,Republican,Very negative,Yes,Yes,No,No
1262,liberal,socialist,naive,wrong,R_2y18L8gTZMR6AKL,Republican,Very negative,Yes,No,Yes,No
1263,woman,minorities,liberal,giving,R_SHNeWpP24d0opCp,Republican,Neither positive nor negative,No,No,No,Yes
1264,liberal,compassionate,hippy,politically correct,R_1n0dAp1kr3GugoU,Republican,Neither positive nor negative,No,Yes,No,No
1265,liberal,anti gun,freeloader,minority,R_1RJbOIut0TRjDCF,Republican,Very negative,Yes,No,Yes,Yes
1266,liberal,diverse,doer,social,R_2OZPQNKAeQFw4ky,Independent,A little positive,No,No,No,No
1267,liberal,wicked,evil,racist,R_PND3bZj3Lh1hsKl,Republican,Very negative,Yes,Yes,No,No
1268,liberal,positive,fanatical,passive,R_33ljjpekC4Wczq6,Republican,A little negative,Yes,Yes,No,No
1269,empathetic,liberal,informed,gullible,R_Tw5HtQEP6lRDGxP,Republican,A little negative,No,Yes,No,No
1270,liberal,sensitive,just,open-minded,R_wZ8OCylekFLtYuR,Independent,A little positive,No,Yes,No,No
1271,welfare,ignorant,violent,uneducated,R_cT4YkrsAgaKhpwl,Republican,Very negative,Yes,Yes,Yes,No
1272,people advocate,regulation,economy,responsibility,R_28B7lQ2S9lWmd13,Independent,Neither positive nor negative,No,No,Yes,No
1273,openminded,smart,caring,nonjudgmental,R_2V2BhDeRIC1sxqj,Democrat,Very positive,No,Yes,No,No
1274,liberal,young,active,aware,R_p9IztyEv3LbhZQZ,Democrat,A little positive,No,No,No,No
1275,cheat,dumb,government,taxes,R_V4Pm4pdfQU7ipiN,Republican,Very negative,Yes,Yes,Yes,No
1276,liberal,capitalism,warm,smart,R_3Do7ca6bnuNTCs7,Independent,A little positive,No,Yes,Yes,No
1277,liberal,progressive,intelligent,wealthy,R_3oQT6a7JXG52Q4m,Republican,A little positive,No,No,No,No
1278,poorer,hardworking,caring,overwhelmed,R_2v6rtMmk2X1Y8Ke,Independent,A little positive,No,Yes,No,No
1279,liberal,partisan,modern,giving,R_2YqZIqoUD9wsnaP,Independent,A little positive,No,No,No,No
1280,liberal,young,middle income,educated,R_UARuEa4ofLduVMd,Independent,Neither positive nor negative,No,No,No,Yes
1281,liberal,open,giving,shared economy,R_3iX6l2IqeaP2xHy,Independent,A little positive,No,No,Yes,No
1282,good,gentle,intelligent,worthy,R_3nu9mHsiJP9jMsx,Democrat,Very positive,No,Yes,No,No
1283,open-minded,changes,freely,fun,R_2y26AYMT4U0RENX,Democrat,A little positive,No,Yes,No,No
1284,liberal,nasty,gay,one sided,R_1jj5RGzQYrTj2F2,Republican,Very negative,Yes,Yes,No,Yes
1285,liberal,open-minded,progressive,equal,R_1gSy9YAN163jioY,Democrat,A little positive,No,No,No,No
1286,young,low income,unemployed,ignorant,R_3E9zeRsNH7kYOgh,Republican,Very negative,Yes,No,No,Yes
1287,liberal,black,women,welfare,R_1OvqV7kaqY3FXKd,Republican,A little negative,No,No,Yes,Yes
1288,smart,caring,thoughtful,liberal,R_A5aqcCVsA2aAun7,Democrat,Very positive,No,Yes,No,No
1289,liberal,liars,poor,jobless,R_DbEkTsCM6TTJlXb,Republican,Very negative,Yes,Yes,No,No
1290,liberal,progressive,opinionated,political,R_2wEtPduhsRjODyg,Independent,Neither positive nor negative,No,Yes,No,No
1291,take,lie,socialism,decay,R_YPmybLd83oh7ia5,Republican,Very negative,Yes,Yes,Yes,No
1292,generous,equality,minority,liberal,R_28MvPH1Ja7m0UOS,Democrat,A little positive,No,No,No,Yes
1293,liberal,pro-choice,feminist,obstinate,R_3oHHOAppIkNFxnD,Republican,A little negative,No,No,Yes,No
1294,liberal,choice,gun control,government,R_2QRjpWIrSp5rNTQ,Republican,Neither positive nor negative,No,No,Yes,No
1295,liberal,selfish,wasteful,lazy,R_3dGqASf4UsgAM8e,Republican,Very negative,Yes,Yes,No,No
1296,weak,misguided,soft,angry,R_1LhXXJ0daal0yDR,Republican,Very negative,Yes,Yes,No,No
1297,working class,liberal,obama,welfare,R_qKDWZMzv8q39HPz,Republican,Neither positive nor negative,No,No,Yes,Yes
1298,liberal,educated,aware,inclusive,R_3OdkaqmltKKubh5,Democrat,A little positive,No,No,No,No
1299,liberal,whiny,dishonest,zealot,R_2dN1PjT5EoFeQuE,Republican,Very negative,Yes,Yes,No,No
1300,educated,wealthy,liberal,diverse,R_3n1xLrnmqRWW92F,Independent,A little positive,No,No,No,Yes
1301,working,poor,honest,trustworthy,R_2ypIs37ktKxG9Ki,Democrat,A little positive,No,Yes,No,No
1302,educated,progressive,thinkers,activists,R_1H1uIwuXmxSopLb,Democrat,A little positive,No,Yes,No,No
1303,liberal,socialist,minorities,civil rights,R_1GW7l1kUvextSdp,Republican,Neither positive nor negative,No,No,Yes,Yes
1304,liberal,atheist,socialist,ignorant,R_3meif2JLLYariIO,Republican,Very negative,Yes,No,Yes,No
1305,communist,liar,dishonest,out of touch,R_xlxIC4jsM1YDI9b,Republican,Very negative,Yes,Yes,No,No
1306,greedy,snobbish,conceded,wrong,R_3m1tJHTSMEnQQrB,Republican,Very negative,Yes,Yes,No,No
1307,big government,social issues,champion of poor,equality,R_ZkT0wNTby2r0uuB,Independent,A little positive,No,No,Yes,Yes
1308,liberal,diverse,poor,peaceful,R_1Ol5RSdYD7TJsJO,Republican,Neither positive nor negative,No,No,No,Yes
1309,liberal,accepting,uninformed,narrow minded,R_1IF2VHwdfiVidDt,Republican,Very negative,Yes,Yes,No,No
1310,happy,nice,helping,together,R_2U5BKrgN6OiK29t,Democrat,Very positive,No,Yes,No,No
1311,liberal,laid back,chill,pride,R_2tfbu7k8GxBvGFq,Independent,A little positive,No,Yes,No,No
1312,naive,pedantic,liberal,diverse,R_Q0SqbHJDZNZKkoN,Republican,A little negative,No,Yes,No,No
1313,semi educated,smart,polite,middle of the road,R_u9DAkdowUcJGmsN,Independent,A little positive,No,Yes,No,No
1314,open,middle,concerned,revolutionary,R_1hMxKu0O6fQR0zp,Independent,A little positive,No,No,No,No
1315,diverse,educated,liberal,informed,R_3pnBUTCA0w2SqAa,Democrat,A little positive,No,No,No,Yes
1316,entitled,lazy,liberal,jealous,R_2tak2MK98PfVkzZ,Republican,Very negative,Yes,Yes,No,No
1317,honest,trustworthy,smart,knowledgeable,R_1ps1IlwHFYVIey8,Democrat,Very positive,No,Yes,No,No
1318,liberal,blue collar,minorities,youth,R_1DS8xvyPmROpzcv,Independent,Neither positive nor negative,No,No,No,Yes
1319,emotional,liberal,progressive,idealistic,R_bgyzkTP5O8E1Nxn,Independent,Neither positive nor negative,No,Yes,No,No
1320,liberal,left,modern,spenders,R_1l0OlM7BbSrqRs5,Republican,A little negative,No,No,Yes,No
1321,progressive,equal rights,tax increase,risky,R_1OE3ApzBOtuWO5I,Republican,A little negative,No,No,Yes,No
